maintenance_event_id,site_id,part_id,event_date,equipment_id,status,days_non_mission_capable,backlog_days,defect_flag
3951,SITE-050,PART-6801,2023-06-04,EQ-5192,in_progress,14,36,False
3952,SITE-082,PART-8110,2023-11-01,EQ-2034,open,21,14,False
3953,SITE-002,PART-2608,2024-12-21,EQ-5625,deferred,1,38,False
3954,SITE-078,PART-3179,2025-01-15,EQ-4819,awaiting_parts,15,10,False
3955,SITE-045,PART-5288,2026-04-11,EQ-9106,completed,10,0,False
3956,SITE-087,PART-1677,2024-12-24,EQ-6912,open,13,41,False
3957,SITE-097,PART-3388,2023-05-21,EQ-8387,awaiting_parts,22,19,False
3958,SITE-013,PART-3809,2024-01-18,EQ-6724,deferred,3,18,False
3959,SITE-012,PART-2615,2025-04-02,EQ-9185,deferred,22,35,False
3960,SITE-012,PART-5913,2025-09-12,EQ-2963,deferred,19,36,False
3961,SITE-037,PART-5569,2026-08-19,EQ-2400,open,30,19,False
3962,SITE-009,PART-6322,2026-05-19,EQ-4380,completed,5,0,False
3963,SITE-042,PART-7920,2026-02-03,EQ-6233,deferred,23,21,False
3964,SITE-078,PART-7160,2024-09-22,EQ-2554,open,9,12,True
3965,SITE-007,PART-7574,2024-01-17,EQ-6996,in_progress,9,36,False
3966,SITE-037,PART-2627,2023-07-24,EQ-8335,deferred,30,41,True
3967,SITE-002,PART-5929,2025-11-14,EQ-2279,deferred,30,37,False
3968,SITE-082,PART-8930,2024-04-22,EQ-9405,deferred,30,6,False
3969,SITE-082,PART-5248,2024-11-22,EQ-7781,deferred,19,14,False
3970,SITE-021,PART-2745,2026-02-18,EQ-7829,open,16,43,False
3971,SITE-053,PART-4248,2024-07-05,EQ-9973,in_progress,16,10,False
3972,SITE-048,PART-9373,2025-04-14,EQ-1172,awaiting_parts,25,15,False
3973,SITE-054,PART-3904,2026-09-08,EQ-8460,deferred,29,35,False
3974,SITE-028,PART-6120,2024-05-09,EQ-8744,completed,9,0,False
3975,SITE-013,PART-6650,2026-08-02,EQ-3730,open,13,24,False
3976,SITE-084,PART-8325,2026-02-21,EQ-8172,in_progress,27,22,False
3977,SITE-044,PART-5118,2024-10-25,EQ-7157,completed,10,0,False
3978,SITE-034,PART-7602,2026-11-23,EQ-8235,in_progress,12,39,False
3979,SITE-025,PART-5913,2023-04-18,EQ-8961,completed,4,0,False
3980,SITE-006,PART-9213,2023-07-10,EQ-5902,open,29,3,False
3981,SITE-021,PART-4938,2025-03-06,EQ-4751,in_progress,5,16,False
3982,SITE-098,PART-8307,2023-03-07,EQ-1685,completed,7,0,False
3983,SITE-041,PART-4525,2025-12-27,EQ-2231,completed,0,0,False
3984,SITE-029,PART-2176,2024-07-05,EQ-8367,open,24,34,False
3985,SITE-067,PART-2848,2023-09-21,EQ-5403,open,8,25,False
3986,SITE-005,PART-9493,2023-10-18,EQ-9635,open,25,1,False
3987,SITE-004,PART-8475,2023-05-27,EQ-1300,open,26,41,False
3988,SITE-023,PART-1271,2024-09-18,EQ-1533,open,22,5,False
3989,SITE-006,PART-3401,2023-01-01,EQ-9042,open,26,4,True
3990,SITE-017,PART-6371,2024-02-20,EQ-8644,awaiting_parts,6,34,False
3991,SITE-032,PART-2194,2026-04-23,EQ-3221,in_progress,23,12,False
3992,SITE-072,PART-9826,2024-02-08,EQ-4313,deferred,5,34,False
3993,SITE-058,PART-9928,2025-10-14,EQ-3563,deferred,4,7,False
3994,SITE-083,PART-6387,2023-09-23,EQ-5071,deferred,15,40,False
3995,SITE-074,PART-7453,2026-08-21,EQ-7179,open,17,30,False
3996,SITE-025,PART-8165,2026-09-17,EQ-2267,completed,8,0,False
3997,SITE-060,PART-2298,2025-03-09,EQ-6027,awaiting_parts,1,23,False
3998,SITE-063,PART-3267,2026-03-26,EQ-5071,open,19,27,False
3999,SITE-096,PART-7332,2023-06-11,EQ-2604,completed,6,0,False
4000,SITE-066,PART-3575,2024-06-21,EQ-2351,open,13,12,False
4001,SITE-011,PART-1007,2023-08-26,EQ-6982,in_progress,2,7,True
4002,SITE-097,PART-8594,2024-06-03,EQ-8339,deferred,28,15,True
4003,SITE-012,PART-8097,2024-02-10,EQ-3178,open,26,43,False
4004,SITE-015,PART-8090,2025-10-02,EQ-7297,completed,4,0,True
4005,SITE-034,PART-3056,2026-02-17,EQ-7258,awaiting_parts,2,17,False
4006,SITE-078,PART-9958,2023-02-11,EQ-8944,in_progress,27,6,False
4007,SITE-006,PART-5525,2024-09-14,EQ-8140,open,26,12,False
4008,SITE-008,PART-6731,2025-04-11,EQ-9445,deferred,25,7,True
4009,SITE-076,PART-4084,2026-01-12,EQ-4235,completed,9,0,False
4010,SITE-041,PART-3484,2023-06-14,EQ-4137,deferred,26,20,False
4011,SITE-068,PART-4427,2025-08-10,EQ-2654,deferred,8,15,False
4012,SITE-073,PART-3056,2023-04-03,EQ-2614,completed,2,0,False
4013,SITE-032,PART-6931,2025-05-12,EQ-6760,deferred,30,41,False
4014,SITE-065,PART-7199,2024-08-16,EQ-9055,completed,9,0,False
4015,SITE-017,PART-3619,2026-03-28,EQ-9678,open,9,29,False
4016,SITE-018,PART-1128,2026-03-03,EQ-8038,awaiting_parts,9,42,False
4017,SITE-078,PART-6797,2025-11-26,EQ-8048,in_progress,22,4,False
4018,SITE-085,PART-1991,2026-06-15,EQ-8641,open,25,40,False
4019,SITE-057,PART-6320,2025-06-04,EQ-3838,deferred,20,4,False
4020,SITE-060,PART-6345,2024-07-23,EQ-7221,deferred,5,20,False
4021,SITE-014,PART-7081,2025-04-20,EQ-6820,in_progress,19,31,True
4022,SITE-078,PART-3976,2026-08-12,EQ-5815,open,24,27,True
4023,SITE-006,PART-8781,2023-06-24,EQ-6979,completed,7,0,False
4024,SITE-088,PART-1667,2023-03-19,EQ-6229,completed,5,0,False
4025,SITE-024,PART-1482,2023-10-16,EQ-3188,awaiting_parts,18,44,False
4026,SITE-031,PART-6322,2026-02-28,EQ-7491,completed,8,0,False
4027,SITE-013,PART-4031,2024-12-11,EQ-1782,completed,7,0,False
4028,SITE-075,PART-6016,2023-05-10,EQ-2921,awaiting_parts,22,17,False
4029,SITE-086,PART-9031,2026-05-17,EQ-4775,awaiting_parts,22,5,False
4030,SITE-022,PART-7980,2023-02-21,EQ-6489,deferred,23,28,False
4031,SITE-042,PART-9988,2026-12-06,EQ-1838,deferred,24,20,False
4032,SITE-097,PART-2922,2024-08-11,EQ-8840,open,21,1,False
4033,SITE-007,PART-3222,2025-03-10,EQ-1330,awaiting_parts,17,22,False
4034,SITE-058,PART-6521,2023-04-18,EQ-1437,in_progress,26,41,False
4035,SITE-086,PART-6345,2023-05-02,EQ-8524,completed,0,0,False
4036,SITE-030,PART-2798,2024-12-06,EQ-8744,open,9,31,False
4037,SITE-089,PART-4339,2025-05-04,EQ-1904,in_progress,17,32,False
4038,SITE-066,PART-2245,2023-11-03,EQ-7804,awaiting_parts,7,42,False
4039,SITE-041,PART-4073,2024-10-02,EQ-3020,awaiting_parts,15,16,False
4040,SITE-076,PART-8186,2024-02-20,EQ-2266,deferred,28,19,False
4041,SITE-056,PART-2798,2025-07-06,EQ-3123,in_progress,12,29,False
4042,SITE-081,PART-4426,2024-01-22,EQ-2119,in_progress,24,7,False
4043,SITE-022,PART-9547,2025-05-17,EQ-7261,deferred,12,8,False
4044,SITE-021,PART-3092,2023-02-04,EQ-8378,completed,6,0,True
4045,SITE-010,PART-2709,2025-04-09,EQ-8789,in_progress,12,11,True
4046,SITE-084,PART-3702,2025-12-11,EQ-3186,awaiting_parts,29,23,False
4047,SITE-053,PART-7779,2023-07-27,EQ-8747,deferred,1,15,False
4048,SITE-003,PART-8865,2023-09-17,EQ-4654,deferred,1,2,False
4049,SITE-054,PART-5407,2025-09-02,EQ-2269,in_progress,15,41,False
4050,SITE-072,PART-6361,2023-10-21,EQ-7880,deferred,29,41,False
4051,SITE-020,PART-7018,2025-06-08,EQ-7234,completed,2,0,False
4052,SITE-071,PART-1128,2026-08-12,EQ-9096,in_progress,6,21,False
4053,SITE-013,PART-2685,2024-11-06,EQ-4311,deferred,24,44,False
4054,SITE-096,PART-6610,2026-01-12,EQ-9644,open,4,3,False
4055,SITE-085,PART-5375,2024-07-16,EQ-6317,deferred,3,17,False
4056,SITE-027,PART-6374,2025-05-03,EQ-1415,awaiting_parts,8,11,False
4057,SITE-037,PART-4942,2025-03-19,EQ-6558,completed,5,0,False
4058,SITE-073,PART-9215,2023-07-04,EQ-1046,awaiting_parts,25,42,False
4059,SITE-070,PART-3717,2025-01-10,EQ-5917,in_progress,8,5,False
4060,SITE-045,PART-6762,2024-12-20,EQ-6259,completed,1,0,False
4061,SITE-085,PART-5138,2023-02-18,EQ-4960,deferred,27,7,False
4062,SITE-078,PART-6606,2026-06-28,EQ-2766,completed,0,0,False
4063,SITE-027,PART-9900,2025-05-09,EQ-2372,awaiting_parts,14,12,False
4064,SITE-073,PART-7819,2026-08-15,EQ-6594,in_progress,18,11,False
4065,SITE-015,PART-6931,2026-06-14,EQ-9223,in_progress,20,18,False
4066,SITE-098,PART-8451,2024-05-14,EQ-2744,awaiting_parts,10,13,False
4067,SITE-021,PART-7592,2023-04-21,EQ-4283,in_progress,11,18,False
4068,SITE-008,PART-1708,2026-04-17,EQ-5473,awaiting_parts,6,44,True
4069,SITE-096,PART-9384,2026-06-06,EQ-9930,completed,4,0,True
4070,SITE-099,PART-1395,2025-12-17,EQ-7963,completed,9,0,False
4071,SITE-013,PART-2279,2024-08-01,EQ-6552,completed,1,0,True
4072,SITE-022,PART-2823,2026-08-18,EQ-8869,deferred,21,38,False
4073,SITE-090,PART-9988,2025-08-02,EQ-7430,completed,1,0,False
4074,SITE-049,PART-8323,2023-02-26,EQ-8466,open,24,2,False
4075,SITE-041,PART-6694,2026-06-13,EQ-7749,awaiting_parts,1,14,False
4076,SITE-097,PART-2665,2025-10-06,EQ-6219,in_progress,15,33,False
4077,SITE-047,PART-7779,2024-07-14,EQ-8395,awaiting_parts,12,6,False
4078,SITE-024,PART-2998,2023-08-09,EQ-1037,in_progress,6,33,False
4079,SITE-020,PART-8764,2025-06-24,EQ-1852,in_progress,1,30,False
4080,SITE-048,PART-9588,2025-11-15,EQ-5851,completed,10,0,False
4081,SITE-006,PART-4474,2026-03-08,EQ-9348,in_progress,15,34,False
4082,SITE-095,PART-6882,2024-03-13,EQ-9837,in_progress,7,39,False
4083,SITE-052,PART-3256,2024-01-01,EQ-4403,in_progress,15,9,True
4084,SITE-050,PART-6765,2025-02-15,EQ-3878,open,7,12,False
4085,SITE-003,PART-6521,2026-08-18,EQ-3836,completed,5,0,False
4086,SITE-040,PART-5159,2024-06-05,EQ-1921,awaiting_parts,7,42,False
4087,SITE-025,PART-4287,2025-02-08,EQ-7447,completed,1,0,False
4088,SITE-057,PART-5456,2025-04-15,EQ-9866,completed,3,0,False
4089,SITE-032,PART-2661,2023-10-19,EQ-2782,deferred,28,6,False
4090,SITE-005,PART-1653,2026-08-11,EQ-4488,in_progress,8,40,False
4091,SITE-100,PART-5498,2025-11-20,EQ-2568,deferred,25,15,False
4092,SITE-100,PART-6797,2023-03-07,EQ-3815,open,6,26,False
4093,SITE-042,PART-3239,2026-03-24,EQ-5638,completed,0,0,False
4094,SITE-054,PART-8696,2025-10-07,EQ-2373,open,24,34,False
4095,SITE-061,PART-1675,2025-04-17,EQ-9139,awaiting_parts,30,33,False
4096,SITE-046,PART-3388,2025-01-13,EQ-5411,in_progress,13,33,False
4097,SITE-028,PART-7246,2025-02-11,EQ-5637,open,1,3,False
4098,SITE-038,PART-3907,2026-10-28,EQ-1344,completed,5,0,False
4099,SITE-033,PART-5002,2025-12-05,EQ-7318,in_progress,8,24,True
4100,SITE-055,PART-5349,2024-02-23,EQ-5025,completed,10,0,False
4101,SITE-033,PART-5503,2026-05-09,EQ-3354,open,9,37,False
4102,SITE-061,PART-1995,2025-01-26,EQ-5204,deferred,25,26,False
4103,SITE-058,PART-3553,2023-09-22,EQ-5757,in_progress,21,5,False
4104,SITE-015,PART-3888,2023-09-27,EQ-6860,awaiting_parts,15,5,True
4105,SITE-057,PART-6784,2026-09-06,EQ-8903,deferred,29,43,False
4106,SITE-019,PART-1624,2024-10-07,EQ-6824,completed,3,0,True
4107,SITE-043,PART-3933,2023-12-14,EQ-8818,deferred,19,31,False
4108,SITE-064,PART-2685,2024-05-08,EQ-7757,awaiting_parts,24,26,False
4109,SITE-066,PART-9631,2026-07-24,EQ-5585,awaiting_parts,9,1,True
4110,SITE-051,PART-7190,2023-11-08,EQ-8081,open,14,42,False
4111,SITE-040,PART-7199,2026-11-26,EQ-5204,completed,3,0,False
4112,SITE-056,PART-3619,2026-05-16,EQ-5456,completed,9,0,False
4113,SITE-033,PART-6530,2023-12-01,EQ-5294,in_progress,10,44,False
4114,SITE-043,PART-6000,2025-06-15,EQ-2066,open,3,13,False
4115,SITE-023,PART-8947,2023-10-17,EQ-2739,in_progress,26,15,False
4116,SITE-027,PART-8634,2024-11-22,EQ-1912,deferred,25,45,False
4117,SITE-044,PART-2165,2026-03-15,EQ-4885,awaiting_parts,17,45,False
4118,SITE-051,PART-3086,2025-04-18,EQ-4099,in_progress,4,10,False
4119,SITE-004,PART-4681,2026-05-15,EQ-9648,awaiting_parts,17,40,False
4120,SITE-044,PART-1758,2025-06-09,EQ-3117,deferred,7,27,False
4121,SITE-011,PART-7277,2025-06-15,EQ-3766,deferred,2,33,False
4122,SITE-013,PART-3239,2024-09-13,EQ-4076,in_progress,19,34,False
4123,SITE-064,PART-2709,2024-02-02,EQ-5664,deferred,24,16,True
4124,SITE-051,PART-1128,2024-08-11,EQ-9687,completed,0,0,False
4125,SITE-061,PART-9011,2026-02-14,EQ-1802,in_progress,4,4,True
4126,SITE-089,PART-6765,2024-04-08,EQ-2324,in_progress,30,31,True
4127,SITE-085,PART-4080,2023-08-16,EQ-4318,in_progress,20,9,False
4128,SITE-051,PART-7920,2025-07-03,EQ-2122,in_progress,7,24,False
4129,SITE-068,PART-1176,2025-08-07,EQ-5235,awaiting_parts,5,29,True
4130,SITE-019,PART-6629,2024-07-19,EQ-7582,completed,9,0,False
4131,SITE-062,PART-7589,2023-05-02,EQ-7324,open,11,27,False
4132,SITE-096,PART-8050,2026-05-26,EQ-2968,open,18,43,False
4133,SITE-025,PART-6797,2024-10-25,EQ-6093,in_progress,6,7,False
4134,SITE-018,PART-4426,2026-08-21,EQ-8136,awaiting_parts,18,42,False
4135,SITE-029,PART-5682,2023-08-02,EQ-3074,awaiting_parts,22,35,True
4136,SITE-015,PART-3904,2026-02-20,EQ-1640,completed,2,0,False
4137,SITE-019,PART-4513,2024-07-21,EQ-1770,awaiting_parts,10,20,False
4138,SITE-055,PART-2279,2026-10-09,EQ-1753,in_progress,12,1,True
4139,SITE-001,PART-2701,2023-07-19,EQ-9630,deferred,23,45,False
4140,SITE-050,PART-7343,2026-09-18,EQ-7090,open,18,22,False
4141,SITE-009,PART-3716,2026-10-15,EQ-2632,awaiting_parts,9,27,False
4142,SITE-057,PART-3933,2023-02-24,EQ-3738,open,16,19,False
4143,SITE-030,PART-5961,2025-12-27,EQ-2785,completed,8,0,False
4144,SITE-071,PART-7423,2023-10-04,EQ-7886,completed,2,0,False
4145,SITE-082,PART-5644,2025-08-20,EQ-9753,awaiting_parts,1,14,False
4146,SITE-031,PART-7819,2026-10-16,EQ-6413,deferred,2,35,False
4147,SITE-089,PART-7209,2024-06-27,EQ-6973,open,17,36,False
4148,SITE-086,PART-8830,2026-08-04,EQ-2810,open,13,11,False
4149,SITE-076,PART-9028,2025-12-21,EQ-8244,in_progress,2,17,False
4150,SITE-005,PART-6725,2024-07-16,EQ-5269,completed,6,0,False
4151,SITE-010,PART-3153,2024-09-11,EQ-3855,open,30,9,False
4152,SITE-010,PART-9826,2026-06-15,EQ-5388,awaiting_parts,24,32,True
4153,SITE-088,PART-7156,2025-06-02,EQ-2398,open,29,31,True
4154,SITE-005,PART-3417,2023-09-11,EQ-3614,open,5,3,False
4155,SITE-079,PART-5969,2026-12-27,EQ-2564,in_progress,25,27,False
4156,SITE-069,PART-3125,2025-10-03,EQ-9355,awaiting_parts,9,3,False
4157,SITE-038,PART-4237,2026-01-21,EQ-6389,completed,5,0,True
4158,SITE-077,PART-1730,2026-08-06,EQ-5014,deferred,17,20,False
4159,SITE-032,PART-9111,2024-08-06,EQ-7026,open,24,6,False
4160,SITE-026,PART-7063,2025-03-19,EQ-8780,deferred,5,7,False
4161,SITE-088,PART-7973,2024-02-26,EQ-6736,awaiting_parts,5,20,False
4162,SITE-019,PART-2293,2023-10-09,EQ-1171,open,29,9,False
4163,SITE-009,PART-1708,2026-01-08,EQ-5640,completed,7,0,False
4164,SITE-057,PART-2776,2024-03-21,EQ-9408,open,12,16,True
4165,SITE-080,PART-6678,2026-01-12,EQ-2105,completed,2,0,False
4166,SITE-032,PART-6374,2026-09-24,EQ-9215,deferred,20,44,False
4167,SITE-060,PART-7277,2024-03-21,EQ-8847,in_progress,2,23,False
4168,SITE-078,PART-5395,2023-07-27,EQ-9485,in_progress,13,15,False
4169,SITE-078,PART-9058,2023-07-26,EQ-2316,deferred,27,24,False
4170,SITE-066,PART-1396,2026-09-25,EQ-6638,deferred,8,6,False
4171,SITE-046,PART-2914,2025-02-14,EQ-4127,awaiting_parts,7,13,False
4172,SITE-079,PART-3153,2026-04-24,EQ-6820,completed,8,0,False
4173,SITE-031,PART-9858,2023-06-18,EQ-9585,awaiting_parts,11,13,False
4174,SITE-077,PART-3851,2024-10-03,EQ-8443,awaiting_parts,29,12,False
4175,SITE-084,PART-4857,2024-02-13,EQ-4373,in_progress,7,11,True
4176,SITE-084,PART-4658,2025-12-24,EQ-6037,in_progress,19,3,False
4177,SITE-007,PART-8757,2026-10-05,EQ-2567,in_progress,25,17,False
4178,SITE-005,PART-1758,2025-11-17,EQ-2385,open,4,9,False
4179,SITE-078,PART-6698,2024-12-07,EQ-8090,completed,6,0,False
4180,SITE-001,PART-3019,2025-01-16,EQ-6444,completed,7,0,False
4181,SITE-062,PART-9196,2026-06-06,EQ-9954,awaiting_parts,26,17,False
4182,SITE-095,PART-8418,2024-11-18,EQ-5777,awaiting_parts,22,3,True
4183,SITE-089,PART-9657,2026-06-07,EQ-8497,awaiting_parts,23,38,False
4184,SITE-037,PART-2703,2023-02-10,EQ-3124,awaiting_parts,6,7,False
4185,SITE-082,PART-7845,2025-07-17,EQ-3643,in_progress,19,42,False
4186,SITE-017,PART-7622,2025-07-23,EQ-9140,deferred,2,37,False
4187,SITE-059,PART-7600,2023-12-05,EQ-9166,open,14,18,False
4188,SITE-050,PART-4562,2024-04-25,EQ-8695,awaiting_parts,19,13,False
4189,SITE-094,PART-5697,2023-01-26,EQ-5932,deferred,2,39,False
4190,SITE-096,PART-4621,2025-10-16,EQ-7899,open,4,12,False
4191,SITE-098,PART-6599,2025-05-23,EQ-2783,awaiting_parts,8,19,True
4192,SITE-087,PART-2738,2026-08-09,EQ-5274,awaiting_parts,23,25,False
4193,SITE-082,PART-5181,2026-03-15,EQ-7655,open,11,29,False
4194,SITE-020,PART-4938,2026-12-23,EQ-5185,open,27,17,False
4195,SITE-096,PART-3484,2025-06-10,EQ-6197,awaiting_parts,16,12,False
4196,SITE-008,PART-7927,2025-04-05,EQ-7128,open,13,44,False
4197,SITE-017,PART-7942,2023-07-05,EQ-6609,in_progress,8,25,False
4198,SITE-025,PART-6067,2026-01-18,EQ-1568,awaiting_parts,25,40,True
4199,SITE-078,PART-1982,2024-03-09,EQ-8956,awaiting_parts,10,29,False
4200,SITE-099,PART-5538,2026-11-25,EQ-1160,deferred,8,4,False
4201,SITE-039,PART-4839,2026-10-17,EQ-6853,open,10,8,False
4202,SITE-069,PART-3087,2024-12-24,EQ-5265,deferred,7,36,False
4203,SITE-053,PART-2322,2023-06-05,EQ-4761,open,24,19,True
4204,SITE-044,PART-1916,2025-04-28,EQ-8599,deferred,8,26,False
4205,SITE-047,PART-1209,2023-08-21,EQ-5435,awaiting_parts,7,40,False
4206,SITE-058,PART-4942,2025-10-03,EQ-7524,awaiting_parts,30,14,True
4207,SITE-063,PART-2824,2024-12-04,EQ-8240,awaiting_parts,20,4,False
4208,SITE-062,PART-9946,2026-03-01,EQ-6008,open,6,34,False
4209,SITE-082,PART-6188,2024-09-15,EQ-5343,in_progress,9,30,False
4210,SITE-031,PART-7823,2026-11-11,EQ-1616,completed,6,0,False
4211,SITE-005,PART-6452,2025-07-06,EQ-8519,awaiting_parts,12,34,False
4212,SITE-045,PART-2627,2024-05-24,EQ-8218,awaiting_parts,7,16,False
4213,SITE-007,PART-6717,2024-03-06,EQ-5180,open,6,14,False
4214,SITE-053,PART-2194,2026-12-26,EQ-5707,awaiting_parts,22,37,False
4215,SITE-046,PART-2123,2025-03-28,EQ-9176,in_progress,25,37,False
4216,SITE-079,PART-6676,2023-06-20,EQ-2660,open,30,36,False
4217,SITE-056,PART-4906,2025-12-14,EQ-7326,in_progress,13,18,False
4218,SITE-017,PART-7186,2025-05-15,EQ-1925,deferred,22,7,False
4219,SITE-070,PART-5588,2025-07-28,EQ-5419,in_progress,17,32,False
4220,SITE-080,PART-6345,2024-11-01,EQ-4542,in_progress,11,20,False
4221,SITE-020,PART-8594,2023-03-05,EQ-9755,completed,2,0,False
4222,SITE-090,PART-4031,2024-02-27,EQ-6919,deferred,7,24,False
4223,SITE-079,PART-1128,2026-10-27,EQ-3698,open,20,25,False
4224,SITE-064,PART-3449,2025-06-10,EQ-4758,deferred,23,36,False
4225,SITE-067,PART-2295,2025-09-11,EQ-9221,awaiting_parts,1,11,False
4226,SITE-040,PART-8399,2023-08-20,EQ-6989,deferred,21,13,False
4227,SITE-053,PART-3184,2026-04-24,EQ-4727,deferred,28,1,False
4228,SITE-016,PART-5980,2026-04-20,EQ-9489,deferred,26,44,False
4229,SITE-020,PART-3494,2023-10-26,EQ-4448,open,2,9,False
4230,SITE-035,PART-6678,2024-02-03,EQ-1056,open,25,27,False
4231,SITE-026,PART-9026,2023-07-19,EQ-7342,in_progress,16,22,False
4232,SITE-064,PART-9631,2024-04-07,EQ-9252,in_progress,24,10,True
4233,SITE-060,PART-4019,2025-01-18,EQ-2799,deferred,27,25,False
4234,SITE-033,PART-2204,2025-09-12,EQ-4535,open,14,22,False
4235,SITE-095,PART-3361,2025-05-10,EQ-8821,completed,7,0,False
4236,SITE-016,PART-5863,2025-08-25,EQ-3473,deferred,4,16,False
4237,SITE-094,PART-8032,2024-12-08,EQ-9546,deferred,20,10,False
4238,SITE-048,PART-2694,2024-09-22,EQ-7193,deferred,9,3,False
4239,SITE-040,PART-6665,2025-10-06,EQ-2121,completed,1,0,False
4240,SITE-007,PART-8066,2024-11-26,EQ-4446,open,15,34,False
4241,SITE-091,PART-4756,2026-01-08,EQ-9560,open,11,11,False
4242,SITE-028,PART-2165,2024-12-01,EQ-6203,completed,10,0,False
4243,SITE-021,PART-1720,2023-09-05,EQ-6458,deferred,18,31,True
4244,SITE-071,PART-1404,2024-04-24,EQ-8766,in_progress,13,25,False
4245,SITE-073,PART-2295,2026-10-01,EQ-1530,open,5,32,False
4246,SITE-080,PART-2437,2025-11-07,EQ-9479,deferred,5,19,False
4247,SITE-035,PART-6629,2024-08-21,EQ-7068,deferred,14,45,False
4248,SITE-062,PART-8963,2025-07-24,EQ-1467,deferred,18,6,False
4249,SITE-078,PART-2177,2026-07-20,EQ-2597,completed,7,0,False
4250,SITE-015,PART-8800,2025-05-18,EQ-7630,in_progress,21,5,False
4251,SITE-080,PART-5638,2025-05-07,EQ-9819,deferred,5,24,False
4252,SITE-010,PART-6446,2024-05-12,EQ-9413,completed,3,0,False
4253,SITE-032,PART-7372,2024-05-14,EQ-7170,deferred,14,43,False
4254,SITE-020,PART-7696,2026-06-08,EQ-6772,open,13,6,False
4255,SITE-085,PART-7372,2023-11-08,EQ-9998,deferred,4,15,False
4256,SITE-045,PART-9495,2025-05-04,EQ-6125,in_progress,26,29,False
4257,SITE-100,PART-8223,2024-05-07,EQ-8621,open,28,3,False
4258,SITE-064,PART-7378,2026-05-21,EQ-4052,deferred,11,12,False
4259,SITE-006,PART-8555,2025-10-01,EQ-6855,awaiting_parts,29,10,False
4260,SITE-033,PART-3923,2026-12-21,EQ-3326,awaiting_parts,29,28,False
4261,SITE-050,PART-5460,2023-07-01,EQ-8190,completed,9,0,False
4262,SITE-099,PART-8972,2023-02-25,EQ-6934,in_progress,11,12,False
4263,SITE-022,PART-8926,2023-11-06,EQ-9783,awaiting_parts,13,13,False
4264,SITE-085,PART-5541,2025-09-09,EQ-7815,in_progress,1,33,False
4265,SITE-084,PART-8110,2026-12-09,EQ-5858,awaiting_parts,3,44,False
4266,SITE-027,PART-5867,2025-12-02,EQ-6173,open,7,6,False
4267,SITE-099,PART-4934,2024-06-12,EQ-7995,in_progress,19,35,False
4268,SITE-048,PART-7058,2024-12-01,EQ-8764,in_progress,3,6,False
4269,SITE-080,PART-9712,2026-06-03,EQ-4070,deferred,17,4,False
4270,SITE-064,PART-1935,2024-05-25,EQ-3899,awaiting_parts,25,21,True
4271,SITE-004,PART-9996,2026-06-03,EQ-2691,awaiting_parts,22,43,False
4272,SITE-021,PART-7553,2026-11-28,EQ-5922,deferred,27,38,False
4273,SITE-013,PART-4592,2024-02-12,EQ-4708,completed,6,0,False
4274,SITE-086,PART-5196,2023-02-22,EQ-9671,in_progress,26,29,False
4275,SITE-064,PART-8611,2023-02-03,EQ-5593,open,18,40,False
4276,SITE-032,PART-2745,2025-09-03,EQ-9146,awaiting_parts,10,24,True
4277,SITE-032,PART-2328,2026-05-09,EQ-3361,open,18,27,False
4278,SITE-027,PART-6223,2024-04-21,EQ-7495,in_progress,14,30,False
4279,SITE-062,PART-9610,2025-11-03,EQ-6178,awaiting_parts,11,4,False
4280,SITE-052,PART-1036,2026-09-22,EQ-3707,open,22,10,False
4281,SITE-056,PART-6665,2026-01-08,EQ-9818,deferred,14,4,False
4282,SITE-002,PART-1176,2024-06-19,EQ-1714,awaiting_parts,22,42,False
4283,SITE-080,PART-6631,2026-10-25,EQ-9325,in_progress,10,1,False
4284,SITE-023,PART-2800,2024-04-13,EQ-5001,awaiting_parts,10,15,False
4285,SITE-005,PART-3267,2026-02-19,EQ-3230,completed,10,0,False
4286,SITE-001,PART-6358,2026-02-11,EQ-8082,in_progress,10,11,False
4287,SITE-033,PART-3976,2026-06-19,EQ-1040,awaiting_parts,22,2,False
4288,SITE-069,PART-9010,2024-03-05,EQ-2300,deferred,16,1,False
4289,SITE-084,PART-9283,2023-06-03,EQ-7835,completed,7,0,True
4290,SITE-065,PART-2754,2026-06-21,EQ-5709,deferred,20,40,False
4291,SITE-064,PART-5990,2024-03-05,EQ-2149,in_progress,26,26,False
4292,SITE-051,PART-6016,2023-03-06,EQ-6639,awaiting_parts,1,37,False
4293,SITE-004,PART-1196,2023-05-28,EQ-1205,in_progress,12,13,False
4294,SITE-094,PART-7689,2026-12-08,EQ-9720,in_progress,6,32,False
4295,SITE-012,PART-2537,2024-12-03,EQ-2066,awaiting_parts,2,31,True
4296,SITE-024,PART-5957,2023-11-10,EQ-2301,completed,4,0,True
4297,SITE-055,PART-9384,2023-04-24,EQ-9381,awaiting_parts,12,14,False
4298,SITE-075,PART-4874,2024-06-23,EQ-5371,open,21,37,False
4299,SITE-006,PART-2372,2024-06-13,EQ-2191,deferred,27,43,False
4300,SITE-013,PART-1988,2023-10-17,EQ-9625,in_progress,2,40,False
4301,SITE-004,PART-2353,2023-04-19,EQ-3103,completed,6,0,False
4302,SITE-080,PART-4291,2026-04-27,EQ-7702,in_progress,16,36,False
4303,SITE-054,PART-8323,2023-01-03,EQ-6602,in_progress,26,6,False
