order_id,order_supplier_name,order_supplier_id,order_part_id,order_quantity,order_status,order_created_at,order_updated_at,site_id
4128,Northstar Defense Supply,NDS,PART-0443,605,pending,2026-09-03,2026-09-11,SITE-079
4129,Cascade Aerospace Systems,CAS,PART-0897,942,delivered,2024-12-11,2024-12-22,SITE-017
4130,Ranger Vehicle Parts,RVP,PART-0683,404,pending,2024-12-06,2024-12-28,SITE-067
4131,Liberty Mechanical Systems,LMS,PART-0647,176,pending,2026-09-02,2026-09-29,SITE-013
4132,Cedar Valley Manufacturing,CVM,PART-0676,597,pending,2023-04-16,2023-05-15,SITE-036
4133,Summit Tactical Supply,STS,PART-0660,711,pending,2026-11-03,2026-12-01,SITE-091
4134,Sentinel Equipment Supply,SES,PART-0825,406,pending,2026-01-03,2026-01-26,SITE-020
4135,Frontier Aviation Components,FAC,PART-0800,561,delivered,2023-11-01,2023-11-22,SITE-027
4136,Ironclad Industrial Systems,IIS,PART-0342,163,shipped,2024-05-14,2024-05-28,SITE-058
4137,Apex Defense Components,ADC,PART-0279,628,pending,2024-10-11,2024-10-12,SITE-085
4138,Redstone Logistics Group,RLG,PART-0327,968,shipped,2024-02-05,2024-02-14,SITE-100
4139,Titan Mobility Systems,TMS,PART-0953,80,delivered,2026-03-28,2026-04-19,SITE-065
4140,Titan Mobility Systems,TMS,PART-0871,45,shipped,2026-04-27,2026-05-13,SITE-093
4141,Liberty Mechanical Systems,LMS,PART-0871,404,pending,2023-05-08,2023-05-11,SITE-030
4142,Keystone Industrial Supply,KIS,PART-0237,642,pending,2025-09-01,2025-09-28,SITE-059
4143,Falcon Electronics Group,FEG,PART-0958,166,shipped,2025-12-21,2026-01-04,SITE-016
4144,Ranger Vehicle Parts,RVP,PART-0253,593,delivered,2025-01-08,2025-01-26,SITE-067
4145,Lone Star Equipment Group,LSEG,PART-0814,232,pending,2023-04-19,2023-05-03,SITE-009
4146,Frontier Aviation Components,FAC,PART-0286,25,pending,2026-09-16,2026-10-14,SITE-052
4147,Ironclad Industrial Systems,IIS,PART-0174,256,shipped,2024-09-12,2024-10-06,SITE-039
4148,Compass Maritime Supply,CMS,PART-0352,199,delivered,2026-10-16,2026-11-08,SITE-068
4149,Prairie Technical Components,PTC,PART-0546,429,pending,2023-08-14,2023-09-12,SITE-078
4150,Gulf Coast Maintenance Parts,GCMP,PART-0652,946,delivered,2024-01-27,2024-02-24,SITE-010
4151,Frontier Aviation Components,FAC,PART-0086,455,shipped,2024-03-10,2024-03-27,SITE-053
4152,Prairie Technical Components,PTC,PART-0526,668,pending,2024-10-20,2024-11-09,SITE-001
4153,Summit Tactical Supply,STS,PART-0343,261,pending,2026-12-07,2026-12-12,SITE-077
4154,Blue Ridge Defense Manufacturing,BRDM,PART-0459,499,delivered,2026-02-02,2026-02-08,SITE-010
4155,Harborline Industrial Supply,HIS,PART-0606,247,shipped,2024-11-10,2024-11-20,SITE-096
4156,Titan Mobility Systems,TMS,PART-0115,451,shipped,2024-06-05,2024-06-15,SITE-080
4157,Granite State Components,GSC,PART-0868,176,delivered,2026-03-27,2026-04-17,SITE-073
4158,Compass Maritime Supply,CMS,PART-0017,240,shipped,2025-03-27,2025-04-13,SITE-041
4159,Summit Tactical Supply,STS,PART-0304,108,shipped,2025-06-23,2025-07-16,SITE-069
4160,Pinnacle Hydraulic Systems,PHS,PART-0179,463,pending,2023-01-17,2023-02-03,SITE-084
4161,Mesa Tactical Manufacturing,MTM,PART-0913,757,shipped,2024-11-01,2024-11-22,SITE-065
4162,Granite State Components,GSC,PART-0449,528,pending,2023-10-12,2023-11-09,SITE-009
4163,Sterling Power Systems,SPS,PART-0897,339,shipped,2023-05-28,2023-06-24,SITE-016
4164,Gulf Coast Maintenance Parts,GCMP,PART-0662,52,shipped,2024-07-26,2024-08-09,SITE-078
4165,Evergreen Field Support,EFS,PART-0037,302,pending,2023-11-09,2023-11-19,SITE-079
4166,Cedar Valley Manufacturing,CVM,PART-0462,555,shipped,2023-05-03,2023-05-13,SITE-029
4167,Falcon Electronics Group,FEG,PART-0884,717,shipped,2026-03-05,2026-03-18,SITE-016
4168,Prairie Technical Components,PTC,PART-0207,348,delivered,2023-05-09,2023-05-31,SITE-049
4169,Sterling Power Systems,SPS,PART-0724,179,shipped,2023-06-02,2023-06-07,SITE-007
4170,Patriot Precision Parts,PPP,PART-0131,412,pending,2025-11-08,2025-11-09,SITE-054
4171,Heritage Logistics Supply,HLS,PART-0328,12,pending,2025-03-09,2025-04-06,SITE-026
4172,Redstone Logistics Group,RLG,PART-0475,165,shipped,2023-05-20,2023-06-11,SITE-034
4173,Trident Marine Components,TMC,PART-0633,948,pending,2024-04-17,2024-04-21,SITE-050
4174,Lone Star Equipment Group,LSEG,PART-0511,664,shipped,2025-05-28,2025-06-02,SITE-010
4175,Keystone Industrial Supply,KIS,PART-0690,607,pending,2025-02-14,2025-03-02,SITE-079
4176,Ironclad Industrial Systems,IIS,PART-0911,27,pending,2024-03-18,2024-04-06,SITE-025
4177,Northstar Defense Supply,NDS,PART-0072,347,pending,2024-07-25,2024-08-22,SITE-089
4178,Atlas Ground Support,AGS,PART-0718,928,shipped,2026-09-26,2026-10-11,SITE-070
4179,Northstar Defense Supply,NDS,PART-0665,385,shipped,2024-05-11,2024-05-18,SITE-070
4180,Falcon Electronics Group,FEG,PART-0840,551,shipped,2024-01-07,2024-01-19,SITE-054
4181,Apex Defense Components,ADC,PART-0175,909,shipped,2024-06-18,2024-06-30,SITE-063
4182,Sterling Power Systems,SPS,PART-0799,850,shipped,2024-08-25,2024-09-09,SITE-075
4183,Ironclad Industrial Systems,IIS,PART-0638,744,delivered,2025-05-01,2025-05-31,SITE-012
4184,Trident Marine Components,TMC,PART-0423,612,pending,2025-02-16,2025-03-17,SITE-085
4185,Evergreen Field Support,EFS,PART-0609,806,delivered,2023-05-09,2023-05-26,SITE-080
4186,Vector Aerospace Supply,VAS,PART-0587,38,delivered,2023-08-25,2023-09-15,SITE-092
4187,Prairie Technical Components,PTC,PART-0326,905,pending,2025-05-21,2025-06-02,SITE-004
4188,Gulf Coast Maintenance Parts,GCMP,PART-0358,940,shipped,2025-11-22,2025-11-23,SITE-041
4189,Sterling Power Systems,SPS,PART-0172,595,shipped,2025-10-11,2025-11-09,SITE-002
4190,Summit Tactical Supply,STS,PART-0709,919,shipped,2023-06-14,2023-06-17,SITE-063
4191,Evergreen Field Support,EFS,PART-0629,429,shipped,2023-03-18,2023-03-19,SITE-011
4192,Falcon Electronics Group,FEG,PART-0524,828,delivered,2025-08-22,2025-08-28,SITE-043
4193,Evergreen Field Support,EFS,PART-0018,417,delivered,2024-03-01,2024-03-28,SITE-014
4194,Harborline Industrial Supply,HIS,PART-0205,561,pending,2026-08-17,2026-08-19,SITE-052
4195,Redstone Logistics Group,RLG,PART-0355,195,pending,2025-03-22,2025-04-02,SITE-082
4196,Apex Defense Components,ADC,PART-0930,968,shipped,2025-08-27,2025-09-06,SITE-065
4197,Mesa Tactical Manufacturing,MTM,PART-0611,225,pending,2024-03-04,2024-03-06,SITE-050
4198,Pinnacle Hydraulic Systems,PHS,PART-0632,129,pending,2025-10-01,2025-10-04,SITE-006
4199,Falcon Electronics Group,FEG,PART-0020,651,delivered,2025-12-23,2026-01-21,SITE-093
4200,Patriot Precision Parts,PPP,PART-0499,794,delivered,2026-09-12,2026-10-08,SITE-042
4201,Titan Mobility Systems,TMS,PART-0871,484,shipped,2025-06-17,2025-06-20,SITE-052
4202,Patriot Precision Parts,PPP,PART-0615,769,shipped,2026-11-05,2026-12-01,SITE-060
4203,Cedar Valley Manufacturing,CVM,PART-0268,568,shipped,2026-09-15,2026-09-26,SITE-088
4204,Sterling Power Systems,SPS,PART-0013,866,shipped,2025-02-09,2025-02-25,SITE-058
4205,Liberty Mechanical Systems,LMS,PART-0735,797,pending,2025-12-24,2026-01-07,SITE-076
4206,Frontier Aviation Components,FAC,PART-0894,889,delivered,2026-11-21,2026-12-07,SITE-006
4207,Harborline Industrial Supply,HIS,PART-0396,558,pending,2023-08-20,2023-09-04,SITE-022
4208,Prairie Technical Components,PTC,PART-0274,402,shipped,2024-05-13,2024-06-01,SITE-040
4209,Northstar Defense Supply,NDS,PART-0817,803,pending,2026-01-03,2026-02-02,SITE-006
4210,Northstar Defense Supply,NDS,PART-0771,888,shipped,2025-08-21,2025-09-20,SITE-012
4211,Cascade Aerospace Systems,CAS,PART-0882,961,pending,2026-08-25,2026-09-03,SITE-071
4212,Evergreen Field Support,EFS,PART-0129,511,delivered,2024-12-21,2024-12-30,SITE-087
4213,Northstar Defense Supply,NDS,PART-0674,228,delivered,2024-11-28,2024-12-14,SITE-099
4214,Blue Ridge Defense Manufacturing,BRDM,PART-0622,577,delivered,2026-12-02,2026-12-07,SITE-042
4215,Harborline Industrial Supply,HIS,PART-0825,177,pending,2023-09-19,2023-09-22,SITE-030
4216,Patriot Precision Parts,PPP,PART-0559,438,pending,2024-07-03,2024-07-20,SITE-030
4217,Redstone Logistics Group,RLG,PART-0686,830,pending,2024-05-25,2024-05-29,SITE-076
4218,Mesa Tactical Manufacturing,MTM,PART-0537,34,shipped,2023-11-27,2023-12-25,SITE-027
4219,Pinnacle Hydraulic Systems,PHS,PART-0905,125,pending,2026-03-06,2026-03-22,SITE-003
4220,Cedar Valley Manufacturing,CVM,PART-0122,960,shipped,2024-03-13,2024-04-10,SITE-076
4221,Blue Ridge Defense Manufacturing,BRDM,PART-0716,643,shipped,2024-11-18,2024-12-16,SITE-100
4222,Ironclad Industrial Systems,IIS,PART-0258,569,shipped,2026-01-07,2026-01-30,SITE-020
4223,Compass Maritime Supply,CMS,PART-0848,987,pending,2024-03-10,2024-04-01,SITE-052
4224,Gulf Coast Maintenance Parts,GCMP,PART-0604,573,pending,2025-11-10,2025-11-11,SITE-010
4225,Mesa Tactical Manufacturing,MTM,PART-0900,610,delivered,2025-03-28,2025-04-14,SITE-039
4226,Trident Marine Components,TMC,PART-0116,309,pending,2024-06-17,2024-06-20,SITE-069
4227,Cascade Aerospace Systems,CAS,PART-0467,801,pending,2024-12-16,2025-01-10,SITE-079
4228,Granite State Components,GSC,PART-0515,653,pending,2025-10-11,2025-10-22,SITE-079
4229,Trident Marine Components,TMC,PART-0689,307,delivered,2024-04-25,2024-05-13,SITE-038
4230,Blue Ridge Defense Manufacturing,BRDM,PART-0950,76,pending,2023-02-28,2023-03-12,SITE-056
4231,Frontier Aviation Components,FAC,PART-0510,750,pending,2026-01-25,2026-02-08,SITE-003
4232,Evergreen Field Support,EFS,PART-0644,103,shipped,2024-11-02,2024-11-28,SITE-020
4233,Trident Marine Components,TMC,PART-0999,12,pending,2024-12-20,2025-01-07,SITE-010
4234,Titan Mobility Systems,TMS,PART-0091,513,shipped,2024-11-23,2024-12-20,SITE-025
4235,Prairie Technical Components,PTC,PART-0275,917,delivered,2024-07-15,2024-07-21,SITE-095
4236,Northstar Defense Supply,NDS,PART-0991,916,shipped,2025-03-27,2025-04-05,SITE-053
4237,Summit Tactical Supply,STS,PART-0626,980,pending,2024-02-20,2024-03-19,SITE-006
4238,Ironclad Industrial Systems,IIS,PART-0317,782,delivered,2023-08-24,2023-09-15,SITE-022
4239,Patriot Precision Parts,PPP,PART-0783,591,shipped,2025-02-17,2025-02-23,SITE-087
4240,Titan Mobility Systems,TMS,PART-0017,684,shipped,2024-09-15,2024-09-24,SITE-031
4241,Trident Marine Components,TMC,PART-0682,292,shipped,2023-09-03,2023-09-28,SITE-097
4242,Sterling Power Systems,SPS,PART-0459,162,pending,2026-11-26,2026-12-25,SITE-020
4243,Atlas Ground Support,AGS,PART-0651,590,pending,2024-12-04,2024-12-06,SITE-096
4244,Mesa Tactical Manufacturing,MTM,PART-0678,726,pending,2024-04-16,2024-05-04,SITE-080
4245,Prairie Technical Components,PTC,PART-0540,290,shipped,2026-11-21,2026-12-02,SITE-047
4246,Cascade Aerospace Systems,CAS,PART-0618,732,delivered,2026-12-18,2026-12-23,SITE-061
4247,Sentinel Equipment Supply,SES,PART-0458,284,pending,2026-01-06,2026-01-21,SITE-043
4248,Granite State Components,GSC,PART-0192,576,shipped,2023-08-22,2023-08-30,SITE-060
4249,Atlas Ground Support,AGS,PART-0119,129,shipped,2024-08-11,2024-08-14,SITE-093
4250,Frontier Aviation Components,FAC,PART-0559,845,shipped,2024-07-22,2024-08-09,SITE-006
4251,Titan Mobility Systems,TMS,PART-0281,19,shipped,2023-02-02,2023-02-24,SITE-053
4252,Summit Tactical Supply,STS,PART-0673,128,delivered,2026-08-26,2026-09-14,SITE-061
4253,Harborline Industrial Supply,HIS,PART-0268,997,shipped,2023-12-07,2023-12-22,SITE-044
4254,Evergreen Field Support,EFS,PART-0583,622,shipped,2024-06-23,2024-06-24,SITE-089
4255,Falcon Electronics Group,FEG,PART-0550,202,pending,2023-12-17,2024-01-15,SITE-096
4256,Redstone Logistics Group,RLG,PART-0306,941,pending,2024-06-08,2024-07-05,SITE-082
4257,Apex Defense Components,ADC,PART-0449,534,shipped,2026-07-05,2026-07-14,SITE-014
4258,Cascade Aerospace Systems,CAS,PART-0408,60,pending,2025-04-15,2025-04-23,SITE-030
4259,Heritage Logistics Supply,HLS,PART-0489,426,shipped,2023-10-14,2023-11-10,SITE-069
4260,Trident Marine Components,TMC,PART-0551,784,shipped,2024-07-08,2024-07-29,SITE-027
4261,Gulf Coast Maintenance Parts,GCMP,PART-0613,366,delivered,2025-05-20,2025-05-21,SITE-047
4262,Patriot Precision Parts,PPP,PART-0621,838,pending,2025-07-03,2025-07-05,SITE-006
4263,Lone Star Equipment Group,LSEG,PART-0133,964,delivered,2023-06-03,2023-06-24,SITE-009
4264,Sterling Power Systems,SPS,PART-0994,237,delivered,2024-10-25,2024-11-16,SITE-016
4265,Evergreen Field Support,EFS,PART-0664,932,delivered,2026-10-21,2026-11-17,SITE-099
4266,Heritage Logistics Supply,HLS,PART-0531,859,shipped,2025-04-28,2025-05-07,SITE-050
4267,Frontier Aviation Components,FAC,PART-0974,580,pending,2023-01-03,2023-01-08,SITE-050
4268,Harborline Industrial Supply,HIS,PART-0367,351,pending,2023-09-01,2023-09-25,SITE-061
4269,Prairie Technical Components,PTC,PART-0994,295,pending,2025-01-20,2025-02-15,SITE-047
4270,Prairie Technical Components,PTC,PART-0581,169,shipped,2024-12-18,2024-12-24,SITE-037
4271,Liberty Mechanical Systems,LMS,PART-0908,525,delivered,2024-01-09,2024-01-10,SITE-055
4272,Cedar Valley Manufacturing,CVM,PART-0216,487,delivered,2023-11-21,2023-12-07,SITE-095
4273,Redstone Logistics Group,RLG,PART-0113,113,shipped,2026-10-15,2026-11-10,SITE-001
4274,Granite State Components,GSC,PART-0275,990,pending,2024-08-03,2024-08-13,SITE-090
4275,Cascade Aerospace Systems,CAS,PART-0424,600,shipped,2023-05-09,2023-06-02,SITE-051
4276,Ranger Vehicle Parts,RVP,PART-0384,741,delivered,2023-10-18,2023-11-01,SITE-025
4277,Atlas Ground Support,AGS,PART-0767,578,shipped,2024-11-18,2024-12-04,SITE-075
4278,Mesa Tactical Manufacturing,MTM,PART-0537,218,delivered,2023-11-01,2023-11-03,SITE-028
4279,Ironclad Industrial Systems,IIS,PART-0566,418,shipped,2025-08-11,2025-08-25,SITE-059
4280,Cedar Valley Manufacturing,CVM,PART-0927,846,delivered,2026-02-18,2026-03-08,SITE-006
4281,Trident Marine Components,TMC,PART-0713,884,pending,2023-05-18,2023-06-03,SITE-006
4282,Cedar Valley Manufacturing,CVM,PART-0171,601,shipped,2026-12-23,2027-01-10,SITE-032
4283,Redstone Logistics Group,RLG,PART-0663,77,pending,2026-01-28,2026-02-25,SITE-016
4284,Atlas Ground Support,AGS,PART-0872,417,shipped,2024-09-26,2024-10-25,SITE-002
4285,Gulf Coast Maintenance Parts,GCMP,PART-0187,978,delivered,2025-07-01,2025-07-14,SITE-040
4286,Harborline Industrial Supply,HIS,PART-0355,244,shipped,2023-11-24,2023-11-26,SITE-079
4287,Cedar Valley Manufacturing,CVM,PART-0803,7,delivered,2023-10-27,2023-11-09,SITE-026
4288,Liberty Mechanical Systems,LMS,PART-0230,351,pending,2025-05-09,2025-05-21,SITE-099
4289,Cascade Aerospace Systems,CAS,PART-0874,848,pending,2023-07-16,2023-07-29,SITE-069
4290,Compass Maritime Supply,CMS,PART-0693,166,delivered,2024-06-10,2024-06-20,SITE-083
4291,Frontier Aviation Components,FAC,PART-0348,636,pending,2026-11-06,2026-11-27,SITE-023
4292,Mesa Tactical Manufacturing,MTM,PART-0824,800,shipped,2025-05-13,2025-05-23,SITE-071
4293,Harborline Industrial Supply,HIS,PART-0234,1000,pending,2026-04-07,2026-04-30,SITE-036
4294,Sterling Power Systems,SPS,PART-0065,725,shipped,2023-12-13,2024-01-09,SITE-072
4295,Prairie Technical Components,PTC,PART-0070,217,delivered,2025-06-13,2025-07-07,SITE-041
4296,Liberty Mechanical Systems,LMS,PART-0713,780,delivered,2026-12-05,2026-12-13,SITE-088
4297,Ironclad Industrial Systems,IIS,PART-0135,986,delivered,2026-10-24,2026-11-09,SITE-066
4298,Compass Maritime Supply,CMS,PART-0166,857,shipped,2025-11-05,2025-12-04,SITE-021
4299,Prairie Technical Components,PTC,PART-0143,310,shipped,2025-03-25,2025-04-05,SITE-082
4300,Cedar Valley Manufacturing,CVM,PART-0943,649,pending,2025-01-02,2025-01-31,SITE-055
4301,Ironclad Industrial Systems,IIS,PART-0689,305,shipped,2024-09-01,2024-09-09,SITE-043
4302,Prairie Technical Components,PTC,PART-0476,84,shipped,2026-05-17,2026-05-27,SITE-072
4303,Liberty Mechanical Systems,LMS,PART-0003,590,delivered,2025-03-27,2025-04-22,SITE-006
4304,Cedar Valley Manufacturing,CVM,PART-0583,488,pending,2024-08-04,2024-08-06,SITE-082
4305,Cedar Valley Manufacturing,CVM,PART-0797,341,shipped,2026-12-18,2026-12-30,SITE-014
4306,Sentinel Equipment Supply,SES,PART-0734,113,pending,2026-02-28,2026-03-17,SITE-030
4307,Blue Ridge Defense Manufacturing,BRDM,PART-0613,313,shipped,2023-09-15,2023-10-06,SITE-083
4308,Apex Defense Components,ADC,PART-0822,575,shipped,2025-07-19,2025-08-04,SITE-047
4309,Granite State Components,GSC,PART-0367,330,pending,2023-10-18,2023-11-04,SITE-038
4310,Falcon Electronics Group,FEG,PART-0315,775,delivered,2026-07-20,2026-07-28,SITE-029
4311,Liberty Mechanical Systems,LMS,PART-0609,373,pending,2024-12-04,2024-12-22,SITE-008
4312,Compass Maritime Supply,CMS,PART-0737,576,shipped,2023-06-12,2023-06-20,SITE-008
4313,Prairie Technical Components,PTC,PART-0326,435,delivered,2026-02-03,2026-02-14,SITE-086
4314,Frontier Aviation Components,FAC,PART-0392,954,delivered,2023-02-23,2023-03-19,SITE-022
4315,Atlas Ground Support,AGS,PART-0318,459,delivered,2026-03-24,2026-04-17,SITE-009
4316,Mesa Tactical Manufacturing,MTM,PART-0762,355,shipped,2025-12-22,2026-01-07,SITE-059
4317,Gulf Coast Maintenance Parts,GCMP,PART-0084,623,pending,2023-09-21,2023-10-18,SITE-069
4318,Sentinel Equipment Supply,SES,PART-0341,245,pending,2025-01-03,2025-01-31,SITE-008
4319,Blue Ridge Defense Manufacturing,BRDM,PART-0265,817,delivered,2025-03-15,2025-04-06,SITE-095
4320,Keystone Industrial Supply,KIS,PART-0761,452,delivered,2023-02-10,2023-02-22,SITE-047
4321,Vector Aerospace Supply,VAS,PART-0547,603,shipped,2026-03-14,2026-03-31,SITE-007
4322,Falcon Electronics Group,FEG,PART-0660,90,pending,2026-03-06,2026-03-14,SITE-072
4323,Sentinel Equipment Supply,SES,PART-0961,924,shipped,2025-03-08,2025-03-20,SITE-084
4324,Cascade Aerospace Systems,CAS,PART-0827,459,shipped,2023-10-12,2023-10-25,SITE-076
4325,Cedar Valley Manufacturing,CVM,PART-0612,164,shipped,2026-09-09,2026-09-10,SITE-036
4326,Frontier Aviation Components,FAC,PART-0304,348,shipped,2025-06-19,2025-06-23,SITE-071
4327,Compass Maritime Supply,CMS,PART-0692,202,shipped,2024-03-25,2024-03-31,SITE-054
4328,Blue Ridge Defense Manufacturing,BRDM,PART-0559,146,delivered,2024-06-17,2024-07-05,SITE-088
4329,Atlas Ground Support,AGS,PART-0385,8,delivered,2024-05-17,2024-05-31,SITE-067
4330,Ranger Vehicle Parts,RVP,PART-0566,494,pending,2023-06-28,2023-07-14,SITE-099
4331,Vector Aerospace Supply,VAS,PART-0259,377,delivered,2023-10-13,2023-10-18,SITE-052
4332,Titan Mobility Systems,TMS,PART-0878,609,shipped,2023-04-15,2023-05-01,SITE-021
4333,Gulf Coast Maintenance Parts,GCMP,PART-0165,505,pending,2024-06-08,2024-06-20,SITE-038
4334,Prairie Technical Components,PTC,PART-0941,893,shipped,2025-05-19,2025-06-08,SITE-041
4335,Cascade Aerospace Systems,CAS,PART-0014,123,delivered,2025-10-18,2025-10-23,SITE-092
4336,Liberty Mechanical Systems,LMS,PART-0893,745,delivered,2024-08-28,2024-09-25,SITE-001
4337,Blue Ridge Defense Manufacturing,BRDM,PART-0788,950,pending,2026-03-03,2026-03-07,SITE-067
4338,Ranger Vehicle Parts,RVP,PART-0886,23,shipped,2025-03-26,2025-04-24,SITE-064
4339,Northstar Defense Supply,NDS,PART-0581,782,delivered,2025-12-25,2026-01-24,SITE-091
4340,Sentinel Equipment Supply,SES,PART-0683,10,pending,2025-04-01,2025-04-13,SITE-094
4341,Compass Maritime Supply,CMS,PART-0425,357,pending,2025-08-15,2025-08-26,SITE-003
4342,Sentinel Equipment Supply,SES,PART-0730,737,pending,2025-12-23,2026-01-12,SITE-093
4343,Keystone Industrial Supply,KIS,PART-0332,196,shipped,2023-07-24,2023-08-19,SITE-022
4344,Vector Aerospace Supply,VAS,PART-0998,365,pending,2023-10-02,2023-10-19,SITE-004
4345,Cascade Aerospace Systems,CAS,PART-0261,181,delivered,2024-11-21,2024-12-10,SITE-019
4346,Harborline Industrial Supply,HIS,PART-0840,672,shipped,2026-11-03,2026-12-02,SITE-080
4347,Redstone Logistics Group,RLG,PART-0451,103,delivered,2024-04-26,2024-05-10,SITE-032
4348,Granite State Components,GSC,PART-0834,829,shipped,2024-04-02,2024-04-03,SITE-009
4349,Patriot Precision Parts,PPP,PART-0241,393,pending,2023-11-09,2023-12-05,SITE-078
4350,Mesa Tactical Manufacturing,MTM,PART-0580,761,shipped,2024-07-07,2024-08-02,SITE-008
4351,Liberty Mechanical Systems,LMS,PART-0728,465,delivered,2024-08-06,2024-08-19,SITE-001
4352,Evergreen Field Support,EFS,PART-0743,910,shipped,2025-04-03,2025-04-16,SITE-008
4353,Summit Tactical Supply,STS,PART-0386,326,shipped,2024-07-04,2024-07-07,SITE-008
4354,Blue Ridge Defense Manufacturing,BRDM,PART-0579,50,pending,2023-09-25,2023-10-10,SITE-053
4355,Apex Defense Components,ADC,PART-0867,749,pending,2023-03-25,2023-03-27,SITE-087
4356,Harborline Industrial Supply,HIS,PART-0315,247,delivered,2024-02-06,2024-02-12,SITE-068
4357,Northstar Defense Supply,NDS,PART-0591,954,pending,2025-01-14,2025-01-21,SITE-097
4358,Titan Mobility Systems,TMS,PART-0548,268,shipped,2023-08-12,2023-08-14,SITE-046
4359,Keystone Industrial Supply,KIS,PART-0753,431,delivered,2024-05-17,2024-06-10,SITE-069
4360,Atlas Ground Support,AGS,PART-0691,470,pending,2026-09-27,2026-10-06,SITE-044
4361,Redstone Logistics Group,RLG,PART-0866,343,shipped,2025-01-26,2025-02-13,SITE-002
4362,Heritage Logistics Supply,HLS,PART-0193,924,pending,2026-11-11,2026-11-12,SITE-014
4363,Apex Defense Components,ADC,PART-0582,409,shipped,2023-07-27,2023-07-31,SITE-071
4364,Trident Marine Components,TMC,PART-0771,161,pending,2025-05-01,2025-05-07,SITE-085
4365,Heritage Logistics Supply,HLS,PART-0029,194,delivered,2024-06-11,2024-07-07,SITE-054
4366,Mesa Tactical Manufacturing,MTM,PART-0736,319,pending,2025-10-04,2025-10-24,SITE-037
4367,Cedar Valley Manufacturing,CVM,PART-0058,659,delivered,2023-02-09,2023-02-27,SITE-030
4368,Vector Aerospace Supply,VAS,PART-0157,83,delivered,2023-11-06,2023-11-18,SITE-003
4369,Summit Tactical Supply,STS,PART-0995,376,delivered,2025-06-23,2025-07-10,SITE-029
4370,Pinnacle Hydraulic Systems,PHS,PART-0200,247,shipped,2024-10-08,2024-10-23,SITE-084
4371,Heritage Logistics Supply,HLS,PART-0082,133,pending,2024-05-10,2024-05-31,SITE-038
4372,Keystone Industrial Supply,KIS,PART-0731,551,delivered,2025-11-01,2025-11-27,SITE-041
4373,Ironclad Industrial Systems,IIS,PART-0381,151,shipped,2026-01-23,2026-02-18,SITE-040
4374,Vector Aerospace Supply,VAS,PART-0051,396,delivered,2025-04-18,2025-04-27,SITE-088
4375,Titan Mobility Systems,TMS,PART-0810,651,pending,2023-12-06,2023-12-16,SITE-026
4376,Ironclad Industrial Systems,IIS,PART-0482,705,delivered,2026-06-04,2026-06-17,SITE-081
4377,Compass Maritime Supply,CMS,PART-0433,963,delivered,2026-10-12,2026-10-16,SITE-070
4378,Patriot Precision Parts,PPP,PART-0422,804,shipped,2023-12-14,2023-12-15,SITE-093
4379,Atlas Ground Support,AGS,PART-0978,242,shipped,2024-06-27,2024-07-01,SITE-051
4380,Heritage Logistics Supply,HLS,PART-0275,497,shipped,2025-07-19,2025-07-25,SITE-010
4381,Redstone Logistics Group,RLG,PART-0534,374,pending,2026-07-21,2026-08-17,SITE-015
4382,Sentinel Equipment Supply,SES,PART-0310,679,delivered,2024-02-02,2024-02-22,SITE-060
4383,Keystone Industrial Supply,KIS,PART-0467,48,delivered,2024-06-09,2024-06-30,SITE-066
4384,Keystone Industrial Supply,KIS,PART-0192,520,delivered,2023-05-23,2023-06-04,SITE-031
4385,Liberty Mechanical Systems,LMS,PART-0619,866,shipped,2025-04-14,2025-05-08,SITE-068
4386,Heritage Logistics Supply,HLS,PART-0321,975,pending,2024-12-04,2024-12-21,SITE-077
4387,Liberty Mechanical Systems,LMS,PART-0779,8,delivered,2023-09-09,2023-09-30,SITE-005
4388,Gulf Coast Maintenance Parts,GCMP,PART-0822,851,shipped,2025-10-02,2025-10-18,SITE-037
4389,Pinnacle Hydraulic Systems,PHS,PART-0152,308,pending,2025-06-08,2025-06-13,SITE-086
4390,Prairie Technical Components,PTC,PART-0267,408,delivered,2025-12-15,2025-12-19,SITE-087
4391,Ironclad Industrial Systems,IIS,PART-0289,694,shipped,2023-10-12,2023-11-01,SITE-095
4392,Blue Ridge Defense Manufacturing,BRDM,PART-0058,986,delivered,2023-09-24,2023-09-26,SITE-042
4393,Vector Aerospace Supply,VAS,PART-0814,661,pending,2024-02-12,2024-02-20,SITE-029
4394,Granite State Components,GSC,PART-0680,629,shipped,2025-10-03,2025-10-06,SITE-022
4395,Summit Tactical Supply,STS,PART-0413,395,pending,2023-10-05,2023-11-02,SITE-041
4396,Mesa Tactical Manufacturing,MTM,PART-0655,605,delivered,2023-02-07,2023-03-01,SITE-071
4397,Mesa Tactical Manufacturing,MTM,PART-0372,269,shipped,2023-07-25,2023-08-23,SITE-023
4398,Evergreen Field Support,EFS,PART-0893,117,pending,2024-04-07,2024-04-23,SITE-003
4399,Liberty Mechanical Systems,LMS,PART-0652,595,pending,2026-01-11,2026-01-14,SITE-044
4400,Sentinel Equipment Supply,SES,PART-0560,586,pending,2024-01-22,2024-02-17,SITE-087
4401,Prairie Technical Components,PTC,PART-0838,773,delivered,2026-06-06,2026-06-26,SITE-082
4402,Pinnacle Hydraulic Systems,PHS,PART-0183,510,delivered,2026-03-05,2026-03-28,SITE-064
